1.41792870	2.52941179
1.42202473	2.58823538
1.42202473	2.90196085
1.42617810	2.37254906
1.43021667	2.35294127
1.43426359	3.05882359
1.43835950	2.45098042
1.44248009	2.54901958
1.44248009	2.90196085
1.44674814	2.05882359
1.45063114	2.54901958
1.45494831	3.21568632
1.45494831	2.60784316
1.45884776	2.37254906
1.46296835	2.56862736
1.46729374	2.33333325
1.46729374	1.72549021
1.47121763	2.29411769
1.47537923	2.58823538
1.47977006	1.49019611
1.48352206	1.70588231
1.48761809	1.05882359
1.48761809	1.09803927
1.49179602	1.90196073
1.49616230	1.90196073
1.49989784	1.45098042
1.49989784	1.70588231
1.50390375	2.15686274
1.50829470	1.43137252
1.51239061	2.01960778
1.51239061	2.74509811
1.51620817	2.17647052
1.52037787	2.05882359
1.52528489	2.35294127
1.52909410	2.00000000
1.53338671	2.82352948
1.53338671	3.33333325
1.53755653	2.60784316
1.54223406	2.68627453
1.54534709	3.03921580
1.54534709	2.41176462
1.54916453	2.47058821
1.55358827	3.13725495
1.55765140	2.92156863
1.55765140	2.29411769
1.56128871	2.31372547
1.56537652	2.49019599
1.56537652	1.64705884
1.56947255	2.15686274
1.57378972	2.74509811
1.57792664	2.35294127
1.57792664	2.33333325
1.58176053	2.52941179
1.58606136	2.43137264
1.59059966	2.27450991
1.59059966	2.86274505
1.59419596	3.17647052
1.59961092	2.66666675
1.60231423	2.80392146
1.60231423	3.01960778
1.60766363	2.52941179
1.61050630	2.70588231
1.61050630	3.21568632
1.61452854	3.03921580
1.61859179	2.70588231
1.62273693	2.88235283
1.62273693	3.05882359
1.62680829	2.54901958
1.63084698	3.00000000
1.63494301	3.41176462
1.63494301	2.90196085
1.63907993	2.84313726
1.64326608	3.00000000
1.64728832	2.76470590
1.64728832	2.49019599
1.65137613	2.96078420
1.65616846	3.07843137
1.65616846	2.47058821
1.65988767	2.52941179
1.66414750	2.84313726
1.66829264	2.49019599
1.66829264	2.90196085
1.67243779	3.62745094
1.67617333	3.64705873
1.68058062	3.54901958
1.68058062	3.78431368
1.68425059	3.94117641
1.68823195	3.37254906
1.69238532	3.72549009
1.69238532	3.96078420
1.69648945	3.27450991
1.70055270	3.07843137
1.70055270	3.07843137
1.70462418	2.70588231
1.70878565	2.33333325
1.71290624	2.74509811
1.71290624	2.80392146
1.71693671	2.21568632
1.72106552	2.19607854
1.72518599	2.45098042
1.72518599	1.92156863
1.72923291	2.11764717
1.73331249	2.58823538
1.73744953	2.35294127
1.73744953	2.03921580
1.74150455	2.17647052
1.74568248	2.29411769
1.74568248	1.76470590
1.74971294	2.25490189
1.75375152	2.62745094
1.75792134	2.07843137
1.75792134	2.03921580
1.76202548	2.25490189
1.76608050	2.01960778
1.77018476	1.94117641
1.77018476	2.56862736
1.77425611	2.86274505
1.77842581	2.50980401
1.78247273	3.27450991
1.78652775	2.92156863
1.79067290	3.29411769
1.79067290	3.86274505
1.79528499	3.54901958
1.79922533	3.17647052
1.80337870	3.15686274
1.80337870	3.01960778
1.80747473	2.25490189
1.81121027	2.45098042
1.81524074	2.60784316
1.81524074	1.82352936
1.81959069	1.66666663
1.82368660	1.72549021
1.82779086	1.27450979
1.83185410	1.78431368
1.83582723	1.90196073
1.83582723	1.43137252
1.84036553	1.52941179
1.84419942	1.86274505
1.84863949	1.39215684
1.84863949	1.72549021
1.85282564	2.27450991
1.85678232	2.01960778
1.86039495	1.84313726
1.86039495	2.01960778
1.86488426	2.13725495
1.86893928	1.72549021
1.87273216	2.86274505
1.87669706	2.49019599
1.88078487	2.74509811
1.88078487	3.11764717
1.88494647	2.96078420
1.88895237	2.86274505
1.89329410	3.29411769
1.89329410	3.21568632
1.89738190	2.49019599
1.90246916	2.31372547
1.90544283	2.37254906
1.90544283	1.62745094
1.90952241	1.76470590
1.91398704	2.19607854
1.91858280	1.64705884
1.92299008	1.86274505
1.92596376	1.94117641
1.92596376	1.54901958
1.93042028	2.09803915
1.93445075	2.50980401
1.93816984	1.98039210
1.93816984	2.09803915
1.94227409	2.35294127
1.94628811	2.07843137
1.95040047	2.15686274
1.95040047	2.72549009
1.95448828	2.80392146
1.95860887	2.31372547
1.96272123	2.58823538
1.96738255	1.98039210
1.97153592	2.27450991
1.97153592	2.80392146
1.97521412	2.52941179
1.97977698	2.49019599
1.98374200	2.80392146
1.98374200	2.98039222
1.98781335	2.66666675
1.99190938	3.19607854
1.99590707	3.49019599
1.99590707	2.82352948
1.99966717	2.72549009
2.00366497	2.76470590
2.00800657	2.19607854
2.01211905	2.66666675
2.01622319	2.64705873
2.01622319	2.15686274
2.02004886	2.21568632
2.02465272	2.50980401
2.02969098	1.96078432
2.02969098	2.35294127
2.03374600	2.90196085
2.03650665	2.56862736
2.04084015	2.47058821
2.04084015	2.70588231
2.04509997	2.70588231
2.04885197	2.31372547
2.05284977	3.13725495
2.05694556	2.54901958
2.06108260	2.56862736
2.06108260	2.76470590
2.06509662	2.43137264
2.06918454	2.49019599
2.07332969	3.11764717
2.07332969	3.23529410
2.07743382	2.88235283
2.08148074	3.05882359
2.08583879	3.37254906
2.08583879	2.80392146
2.08991838	3.09803915
2.09412098	3.45098042
2.09412098	2.90196085
2.09814334	2.54901958
2.10261607	2.52941179
2.10638428	2.27450991
2.10638428	1.64705884
2.11039853	1.98039210
2.11455989	2.15686274
2.11891818	1.47058821
2.11891818	1.49019611
2.12271929	1.68627453
2.12677431	1.35294116
2.13090301	1.47058821
2.13090301	2.03921580
2.13493347	2.11764717
2.13900495	1.74509799
2.13900495	1.94117641
2.14307642	2.29411769
2.14702487	1.80392158
2.15117002	2.29411769
2.15117002	2.88235283
2.15523338	2.54901958
2.15935397	2.56862736
2.16349077	2.92156863
2.16349077	2.96078420
2.16755414	2.72549009
2.17165828	3.35294127
2.17581987	3.76470590
2.17581987	3.19607854
2.18121004	3.21568632
2.18402004	3.37254906
2.18402004	2.90196085
2.18799305	2.82352948
2.19211364	3.19607854
2.19633245	2.94117641
2.19633245	2.33333325
